"ISSN","TITULO","ESTRATO","ISSN_temp","Print_ISSN","E_ISSN"
"2520-0054","JOURNAL OF PUBLIC HEALTH AND EMERGENCY","C","25200054",NA,NA
"2141-2316","JOURNAL OF PUBLIC HEALTH AND EPIDEMIOLOGY","C","21412316",NA,NA
"2161-105X","JOURNAL OF PULMONARY & RESPIRATORY MEDICINE (OPEN ACCESS)","C","2161105X",NA,NA
"2162-5751","JOURNAL OF QUANTUM INFORMATION SCIENCE.","C","21625751",NA,NA
"2050-1218","JOURNAL OF REGENERATIVE MEDICINE & TISSUE ENGINEERING","C","20501218",NA,NA
"2469-4134","JOURNAL OF REMOTE SENSING & GIS","C","24694134",NA,NA
"2473-2230","JOURNAL OF RESEARCH ANALYTICA","C","24732230",NA,NA
"1443-458X","JOURNAL OF RESEARCH AND PRACTICE IN INFORMATION TECHNOLOGY","C","1443458X",NA,NA
"2348-2532","JOURNAL OF RESEARCH IN ENVIRONMENTAL AND EARTH SCIENCE","C","23482532",NA,NA
"2321-9467","JOURNAL OF RESEARCH IN HUMANITIES AND SOCIAL SCIENCE","C","23219467",NA,NA
"2238-4677","JOURNAL OF RESPIRATORY AND CARDIOVASCULAR PHYSICAL THERAPY","C","22384677",NA,NA
"1911-8074","JOURNAL OF RISK AND FINANCIAL MANAGEMENT (VERSÃO DIGITAL)","C","19118074",NA,NA
"1911-8066","JOURNAL OF RISK AND FINANCIAL MANAGEMENT (VERSÃO IMPRESSA)","C","19118066",NA,NA
"2277-3282","JOURNAL OF SCIENCE","C","22773282",NA,NA
"2070-0237","JOURNAL OF SCIENTIFIC RESEARCH","C","20700237",NA,NA
"2320-0227","JOURNAL OF SCIENTIFIC RESEARCH AND REPORTS","C","23200227",NA,NA
"2325-9639","JOURNAL OF SLEEP DISORDERS: TREATMENT AND CARE","C","23259639",NA,NA
"2379-0822","JOURNAL OF SLEEP MEDICINE AND DISORDERS","C","23790822",NA,NA
"1796-217X","JOURNAL OF SOFTWARE","C","1796217X",NA,NA
"2321-3809","JOURNAL OF SOFTWARE ENGINEERING AND SIMULATION","C","23213809",NA,NA
"2040-4565","JOURNAL OF SPECTRAL IMAGING","C","20404565",NA,"20404565"
"1647-9696","JOURNAL OF SPORT PEDAGOGY & RESEARCH","C","16479696",NA,NA
"2356-7651","JOURNAL OF SPORTS MEDICINE","C","23567651",NA,NA
"2161-0673","JOURNAL OF SPORTS MEDICINE & DOPING STUDIES","C","21610673",NA,NA
"2573-1726","JOURNAL OF SPORTS MEDICINE AND THERAPY","C","25731726",NA,NA
"2195-5832","JOURNAL OF STATISTICAL DISTRIBUTIONS AND APPLICATIONS","C","21955832",NA,"21955832"
"2475-5540","JOURNAL OF STEM CELL RESEARCH & THERAPEUTICS","C","24755540",NA,NA
"2183-7252","JOURNAL OF STUDIES ON CITIZENSHIP AND SUSTAINABILITY","C","21837252",NA,NA
"0899-3289","JOURNAL OF SUBSTANCE ABUSE","C","8993289",NA,NA
"2330-0930","JOURNAL OF SURGERY","C","23300930",NA,NA
"2358-0356","JOURNAL OF SURGICAL AND CLINICAL DENTISTRY","C","23580356",NA,NA
"2165-4018","JOURNAL OF SUSTAINABLE BIOENERGY SYSTEMS","C","21654018",NA,NA
"2165-400X","JOURNAL OF SUSTAINABLE BIOENERGY SYSTEMS","C","2165400X",NA,NA
"1848-9257","JOURNAL OF SUSTAINABLE DEVELOPMENT OF ENERGY, WATER AND ENVIRONMENT SYSTEMS","C","18489257",NA,"18489257"
"2380-6036","JOURNAL OF SYNDROMES","C","23806036",NA,NA
"2059-9781","JOURNAL OF SYSTEMS AND INTEGRATIVE NEUROSCIENCE","C","20599781",NA,NA
"2156-6266","JOURNAL OF TEACHING AND EDUCATION","C","21566266",NA,NA
"1929-6002","JOURNAL OF TECHNOLOGY INNOVATIONS IN RENEWABLE ENERGY","C","19296002",NA,NA
"0002-9955","JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION","C","29955",NA,NA
"2358-2782","JOURNAL OF THE BRAZILIAN COLLEGE OF ORAL AND MAXILLOFACIAL SURGERY","C","23582782",NA,NA
"0090-8738","JOURNAL OF THE BROMELIAD SOCIETY","C","908738",NA,NA
"2515-2092","JOURNAL OF THE CANADIAN ASSOCIATION OF GASTROENTEROLOGY","C","25152092",NA,NA
"2472-1972","JOURNAL OF THE ENDOCRINE SOCIETY","C","24721972",NA,"24721972"
"2399-9101","JOURNAL OF THE EUROPEAN SECOND LANGUAGE ASSOCIATION (ONLINE)","C","23999101",NA,NA
"1545-1097","JOURNAL OF THE INTERNATIONAL ASSOCIATION OF PHYSICIANS IN AIDS CARE (CHICAGO, ILL. : 2002)","C","15451097",NA,NA
"1040-5208","JOURNAL OF THE INTERNATIONAL ASSOCIATION OF ZOO EDUCATORS","C","10405208",NA,NA
"2227-1309","JOURNAL OF THE INTERNATIONAL COLOUR ASSOCIATION","C","22271309",NA,NA
"2308-0310","JOURNAL OF THE INTERNATIONAL SOCIETY FOR TELEMEDICINE AND EHEALTH","C","23080310",NA,NA
"1881-1760","JOURNAL OF THE JAPAN SOCIETY OF NAVAL ARCHITECTS AND OCEAN ENGINEERS","C","18811760",NA,NA
"1880-3717","JOURNAL OF THE JAPAN SOCIETY OF NAVAL ARCHITECTS AND OCEAN ENGINEERS","C","18803717",NA,NA
"0076-9436","JOURNAL OF THE MISSISSIPPI ACADEMY OF SCIENCES (PRINT)","C","769436",NA,NA
"2041-9775","JOURNAL OF THE WORLD PUBLIC HEALTH NUTRITION ASSOCIATION","C","20419775",NA,NA
"2572-9462","JOURNAL OF THROMBOSIS AND CIRCULATION OPEN ACCESS","C","25729462",NA,NA
"2147-8775","JOURNAL OF TOURISM AND GASTRONOMY STUDIES","C","21478775",NA,NA
"2328-2169","JOURNAL OF TOURISM AND HOSPITALITY MANAGEMENT","C","23282169",NA,NA
"2314-5056","JOURNAL OF TOXINS","C","23145056",NA,NA
"2573-4555","JOURNAL OF TRADITIONAL MEDICINE & CLINICAL NATUROPATHY","C","25734555",NA,NA
"2186-5264","JOURNAL OF TRAINOLOGY","C","21865264",NA,NA
"2595-4350","JOURNAL OF TRANSCATHETER INTERVENTIONS","C","25954350",NA,NA
"2059-268X","JOURNAL OF TRANSLATIONAL SCIENCE","C","2059268X",NA,NA
"2090-0007","JOURNAL OF TRANSPLANTATION","C","20900007",NA,NA
"2161-0991","JOURNAL OF TRANSPLANTATION TECHNOLOGIES & RESEARCH (OPEN ACCESS)","C","21610991",NA,NA
"2324-8947","JOURNAL OF TRAUMATIC STRESS DISORDERS & TREATMENT","C","23248947",NA,NA
"1819-6187","JOURNAL OF TUMOR","C","18196187",NA,NA
"1923-7324","JOURNAL OF UBIQUITOUS SYSTEMS AND PERVASIVE NETWORKS (PRINT)","C","19237324",NA,NA
"2451-070X","JOURNAL OF ULTRASONOGRAPHY (ONINE)","C","2451070X","20848404","2451070X"
"2157-7560","JOURNAL OF VACCINES & VACCINATION","C","21577560",NA,NA
"2575-789X","JOURNAL OF VACCINES IMMUNOLOGY AND IMMUNOPATHOLOGY","C","2575789X",NA,NA
"2542-3045","JOURNAL OF VETERINARY ANDROLOGY","C","25423045",NA,NA
"2575-1212","JOURNAL OF VETERINARY HEALTHCARE","C","25751212",NA,NA
"2141-2529","JOURNAL OF VETERINARY MEDICINE AND ANIMAL HEALTH","C","21412529",NA,NA
"2378-931X","JOURNAL OF VETERINARY MEDICINE AND RESEARCH","C","2378931X",NA,NA
"0971-1031","JOURNAL OF VETERINARY PARASITOLOGY","C","9711031","9711031",NA
"2348-9790","JOURNAL OF VETERINARY SCIENCE & ANIMAL HUSBANDRY","C","23489790",NA,NA
"2325-9590","JOURNAL OF VETERINARY SCIENCE & MEDICAL DIAGNOSIS","C","23259590",NA,NA
"2157-7579","JOURNAL OF VETERINARY SCIENCE & TECHNOLOGY","C","21577579",NA,NA
"2475-482X","JOURNAL OF VIBRATION TESTING AND SYSTEM DYNAMICS  (ONLINE)","C","2475482X",NA,NA
"2055-6640","JOURNAL OF VIRUS ERADICATION","C","20556640",NA,NA
"2083-4535","JOURNAL OF WATER AND LAND DEVELOPMENT (ONLINE)","C","20834535","14297426","20834535"
"1945-3094","JOURNAL OF WATER RESOURCE AND PROTECTION","C","19453094",NA,NA
"2325-9795","JOURNAL OF WOMEN'S HEALTH, ISSUES & CARE","C","23259795",NA,NA
"2476-1303","JOURNAL OF YOGA AND PHYSIOTHERAPY","C","24761303",NA,NA
"2214-7594","JOURNAL OF ZOO AND AQUARIUM RESEARCH","C","22147594",NA,NA
"2447-5033","JOURNAL ON ADVANCES IN THEORETICAL AND APPLIED INFORMATICS","C","24475033",NA,NA
"2573-1262","JSM ANATOMY & PHYSIOLOGY","C","25731262",NA,NA
"2573-1270","JSM ATHEROSCLEROSIS","C","25731270",NA,NA
"2333-7109","JSM BIOCHEMISTRY & MOLECULAR BIOLOGY","C","23337109",NA,NA
"2475-9392","JSM BIOLOGY","C","24759392",NA,NA
"2333-7117","JSM BIOTECHNOLOGY & BIOMEDICAL ENGINEERING","C","23337117",NA,NA
"2573-1548","JSM DENTAL SURGERY","C","25731548",NA,NA
"2333-7133","JSM DENTISTRY","C","23337133",NA,NA
"2373-9487","JSM GASTROENTEROLOGY AND HEPATOLOGY","C","23739487",NA,NA
"2334-1823","JSM GENETICS & GENOMICS","C","23341823",NA,NA
"2578-3793","JSM HEAD AND FACE MEDICINE","C","25783793",NA,NA
"2379-0490","JSM REGENERATIVE MEDICINE & BIOENGINEERING","C","23790490",NA,NA
"2578-3696","JSM WOMEN'S HEALTH","C","25783696",NA,NA
"1868-9892","JULIUS-KÜHN-ARCHIV","C","18689892",NA,NA
"1983-0297","JURIS PLENUM OURO","C","19830297",NA,NA
"1981-402X","JURISPRUDÊNCIA CATARINENSE","C","1981402X",NA,NA
"1518-4862","JUS NAVIGANDI","C","15184862",NA,NA
"2358-8160","JUS POPULIS","C","23588160",NA,NA
"1664-848X","JUSLETTER IT","C","1664848X",NA,"1664848X"
"2525-3883","JUSTIÇA & SOCIEDADE - REVISTA DO CURSO DE DIREITO DO IPA","C","25253883",NA,NA
"0103-5487","JUSTIÇA DO TRABALHO","C","1035487",NA,NA
"2176-1310","JUSTIÇA EM REVISTA","C","21761310",NA,NA
"2238-3476","JUSTIÇA FEDERAL - PRIMEIRA REGIÃO EM REVISTA","C","22383476",NA,NA
"1688-826X","JUSTICIA CONSTITUCIONAL Y DERECHOS FUNDAMENTALES","C","1688826X",NA,NA
"2527-0435","JUSTIFICANDO","C","25270435",NA,NA
"0101-949X","JUSTITIA (SÃO PAULO)","C","101949X",NA,NA
"1809-9564","JUVENTUDE.BR (CENTRO DE ESTUDOS E MEMÓRIA DA JUVENTUDE)","C","18099564",NA,NA
"1647-659X","KAIROS. REVISTA DE FILOSOFIA & CIÊNCIA","C","1647659X",NA,NA
"0971-8877","KAKATIYA JOURNAL OF ENGLISH STUDIES","C","9718877",NA,NA
"0022-7846","KAKTEEN UND ANDERE SUKKULENTEN","C","227846",NA,NA
"1948-2035","KANSAS JOURNAL OF MEDICINE","C","19482035",NA,NA
"1991-4652","KEMPFFIANA","C","19914652",NA,NA
"2519-7797","KERA YVOTY: REFLEXIONES SOBRE LA CUESTIÓN SOCIAL (IMPRESSO)","C","25197797",NA,NA
"0932-3902","KERNTECHNIK (1987)","C","9323902","9323902",NA
"2469-066X","KIMÜN","C","2469066X",NA,NA
"0102-8308","KINESIS (SANTA MARIA)","C","1028308",NA,NA
"2518-6841","KNE ENGINEERING","C","25186841",NA,NA
"2317-5656","KOAN - REVISTA DE EDUCAÇÃO E COMPLEXIDADE","C","23175656",NA,NA
"1225-8563","KOREAN JOURNAL FOR FOOD SCIENCE OF ANIMAL RESOURCES","C","12258563",NA,NA
"0145-840X","KOREAN STUDIES","C","145840X",NA,NA
"1850-3217","KRINEIN (SANTA FE)","C","18503217",NA,NA
"2193-7869","KRITV, CRITQ, RCRIT","C","21937869",NA,NA
"2518-4466","KULAMBELA: REVISTA MOÇAMBICANA DE CIÊNCIAS E ESTUDOS DA EDUCAÇÃO","C","25184466",NA,NA
"0723-8088","KULTURREVOLUTION","C","7238088",NA,NA
"2570-8619","KVASNY PRUMYSL","C","25708619",NA,NA
"2496-5731","L' OUVROIR LITT&ARTS","C","24965731",NA,NA
"0325-3384","LA ALIMENTACIÓN LATINOAMERICANA","C","3253384",NA,NA
"1126-716X","LA CONTRADDIZIONE (ROMA)","C","1126716X",NA,NA
"1390-8596","LA GRANJA","C","13908596","13903799","13908596"
"0773-9532","LA PART DE L'OEIL","C","7739532",NA,NA
"2073-0810","LA PIRAGUA","C","20730810",NA,NA
"1647-0117","LA RECHERCHE EN EDUCATION","C","16470117",NA,NA
"2594-7141","LABGRÃOS MAGAZINE","C","25947141",NA,NA
"2359-6910","LABORHISTÓRICO","C","23596910",NA,NA
"2618-4109","LACAN XXI","C","26184109",NA,NA
"2447-2663","LACUNA - UMA REVISTA DE PSICANÁLISE","C","24472663",NA,NA
"1827-0565","L'ALTRO DIRITTO RIVISTA","C","18270565",NA,NA
"2177-6121","LAMPARINA","C","21776121",NA,NA
"2373-9150","LAPIZ","C","23739150",NA,NA
"0102-1907","LARANJA","C","1021907",NA,NA
"0278-6273","LASER CHEMISTRY","C","2786273",NA,NA
"2367-2587","LASERS IN DENTAL SCIENCE (ONLINE)","C","23672587",NA,NA
"2362-3853","LATIN AMERICAN JOURNAL OF PHARMACY","C","23623853","3262383","23623853"
"2316-2252","LATIN AMERICAN MULTIPLE SCLEROSIS JOURNAL","C","23162252",NA,NA
"1390-9134","LATIN-AMERICAN JOURNAL OF COMPUTING","C","13909134",NA,NA
"2175-1579","LATUSA DIGITAL","C","21751579",NA,NA
"2282-1279","LE CORTI UMBRE","C","22821279",NA,NA
"2112-7689","LE SUJET DANS LA CITÉ","C","21127689",NA,NA
"0302-9743","LECTURE NOTES IN COMPUTER SCIENCE","C","3029743","3029743","16113349"
"1518-7144","LEIA ESCOLA (UFCG)","C","15187144",NA,NA
"0941-5270","LEIPZIGER SPORTWISSENSCHAFTLICHE BEITRAGE","C","9415270",NA,NA
"1258-0325","LES CAHIERS DU CREPAL","C","12580325",NA,NA
"2262-1407","LES NOUVEAUX PROBLÈMES ACTUELS DE SCIENCES CRIMINELLES","C","22621407",NA,NA
"2446-7278","LESTE VERMELHO","C","24467278",NA,NA
"1851-4855","LETRACELULOIDE","C","18514855",NA,NA
"1856-7983","LETRALIA","C","18567983",NA,NA
"1983-0971","LETRAS (BELO HORIZONTE)","C","19830971",NA,NA
"0945-5167","LETTRE INTERNATIONAL","C","9455167",NA,NA
"0100-8390","LEX. JURISPRUDENCIA DO SUPREMO TRIBUNAL FEDERAL","C","1008390",NA,NA
"2281-6178","LIBER@MENTE","C","22816178",NA,NA
"2316-2163","LIBERTAS","C","23162163",NA,NA
"2236-5354","LIBERTAS - REVISTA DE CIÊNCIAS SOCIAIS APLICADAS","C","22365354",NA,NA
"2325-0828","LIFE: THE EXCITEMENT OF BIOLOGY","C","23250828",NA,NA
"0075-9481","LILLOA","C","759481",NA,NA
"2300-7575","LIMNOLOGICAL REVIEW (ONLINE)","C","23007575","16425952","23007575"
"2237-2318","LINGUAGEM ACADÊMICA ¿ REVISTA DIGITAL CIENTÍFICA DO CENTRO UNIVERSITÁRIO CLARETIANO.","C","22372318",NA,NA
"1807-6378","LINGUAGEM EM (RE)VISTA","C","18076378",NA,NA
"2211-6834","LINGUISTIC VARIATION (IMPRESSO)","C","22116834","22116834","22116842"
"2358-3657","LIPH SCIENCE - JOURNAL OF INTERDISCIPLINARY SCIENCES","C","23583657",NA,NA
"1234-5679","LISTEK DEBOWY","C","12345679",NA,NA
"1984-3674","LITERATURA","C","19843674",NA,NA
"1984-5170","LITTERIS (MONTES CLAROS)","C","19845170",NA,NA
"2176-1248","LIVRO DE ANAIS DO SCIENTIARUM HISTORIA IV","C","21761248",NA,NA
"2178-0250","LIVRO ZERO: REVISTA DE PSICANÁLISE","C","21780250",NA,NA
"2318-5554","LOGOS - REVISTA DE INICIAÇÃO CIENTÍFICA DA FACULDADE DIOCESANA SÃO JOSÉ","C","23185554",NA,NA
"2631-8504","LONDON JOURNAL OF RESEARCH IN SCIENCE: NATURAL AND FORMAL","C","26318504",NA,NA
"1516-9146","LTR. SUPLEMENTO TRABALHISTA","C","15169146",NA,NA
"2250-723X","LÚDICAMENTE","C","2250723X",NA,NA
"2446-6174","LUDOPÉDIO","C","24466174",NA,NA
"1981-4097","LUMIAR (UEPG)","C","19814097",NA,NA
"2179-9695","LUMINAR","C","21799695",NA,NA
"2515-1010","LUNGS AND BREATHING","C","25151010",NA,NA
"2444-8478","LUS ET SCIENTICIA","C","24448478",NA,NA
"1415-854X","LUTAS SOCIAIS (PUCSP)","C","1415854X",NA,NA
"1769-7298","M@PPEMONDE (EN LIGNE)","C","17697298","17697298",NA
"2523-661X","MACAU JOURNAL OF BRAZILIAN STUDIES","C","2523661X",NA,NA
"2523-6601","MACAU JOURNAL OF BRAZILIAN STUDIES","C","25236601",NA,NA
"2526-3463","MACKENZIE EDUCACIONAL EM PAUTA","C","25263463",NA,NA
"1679-0952","MAESTRIA (SETE LAGOAS)","C","16790952",NA,NA
"1806-2555","MAFUÁ","C","18062555",NA,NA
"2312-7481","MAGNETOCHEMISTRY","C","23127481",NA,NA
"2238-328X","MAIÊUTICA","C","2238328X",NA,NA
"2358-758X","MAIS QUE AMELIAS","C","2358758X",NA,NA
"2595-9913","MALACOPEDIA","C","25959913",NA,NA
"2162-9374","MANAGEMENT","C","21629374",NA,NA
"2456-2661","MANAGEMENT AND ECONOMIC JOURNAL","C","24562661",NA,NA
"2247-0220","MANAGEMENT OF SUSTAINABLE DEVELOPMENT (ONLINE)","C","22470220",NA,NA
"2526-3455","MANDINGA - REVISTA DE ESTUDOS LINGUÍSTICOS","C","25263455",NA,NA
"2238-8877","MANUFATURA EM FOCO","C","22388877",NA,NA
"0025-2700","MAQUINAS E METAIS","C","252700",NA,NA
"2362-1931","MÁRGENES - REVISTA DE ECONOMIA POLÍTICA","C","23621931",NA,NA
"1806-0560","MARGENS (UFPA)","C","18060560",NA,NA
"1679-396X","MARINE SYSTEMS & OCEAN TECHNOLOGY","C","1679396X","1679396X","21994749"
"2199-4749","MARINE SYSTEMS & OCEAN TECHNOLOGY (ONLINE)","C","21994749","1679396X","21994749"
"0286-8679","MARITIME TRANSPORT STUDIES","C","2868679",NA,NA
"2318-0552","MATEMÁTICA E ESTATÍSTICA EM FOCO","C","23180552",NA,NA
"2574-9927","MATERIAL SCIENCE & ENGINEERING INTERNATIONAL JOURNAL","C","25749927",NA,NA
"0025-5416","MATERIAL SCIENCES AND ENGINEERING","C","255416",NA,NA
"2531-0739","MATERIALES COMPUESTOS","C","25310739",NA,NA
"0261-3069","MATERIALS IN ENGINEERING (CESSOU EM 1982. CONT. ISSN 0264-1275 MATERIALS AND DESIGN)","C","2613069",NA,NA
"0137-1339","MATERIALS SCIENCE","C","1371339",NA,NA
"2054-958X","MATERNAL HEALTH, NEONATOLOGY AND PERINATOLOGY","C","2054958X",NA,NA
"2353-3390","MATHEMATICAL MORPHOLOGY - THEORY AND APPLICATIONS","C","23533390",NA,NA
"0025-5629","MATHEMATICAL REVIEWS","C","255629",NA,NA
"2227-7390","MATHEMATICS","C","22277390",NA,"22277390"
"2575-6036","MATHEMATICS AND COMPUTER SCIENCE","C","25756036",NA,NA
"2332-2144","MATHEMATICS AND STATISTICS (ONLINE)","C","23322144","23322071","23322144"
"2041-3165","MATHEMATICS IN ENGINEERING, SCIENCE AND AEROSPACE: THE TRANSDISCIPLINARY INTERNATIONAL JOURNAL","C","20413165","20413165","20413173"
"0305-7259","MATHEMATICS IN SCHOOL","C","3057259",NA,NA
"1134-5632","MATHWARE & SOFT COMPUTING","C","11345632",NA,NA
"2297-8240","MATTERS","C","22978240",NA,NA
"2575-985X","MEAT & MUSCLE BIOLOGY","C","2575985X",NA,NA
"1666-6070","MECÁNICA COMPUTACIONAL","C","16666070",NA,NA
"2591-3522","MECÁNICA COMPUTACIONAL (ONLINE)","C","25913522",NA,NA
"1646-7078","MECÂNICA EXPERIMENTAL","C","16467078",NA,NA
"2412-5954","MECHANICS, MATERIALS SCIENCE & ENGINEERING JOURNAL","C","24125954",NA,NA
"2397-9119","MED ONE","C","23979119",NA,NA
"2312-7996","MEDEDPUBLISH","C","23127996",NA,NA
"1808-2564","MEDIAÇÃO (CURITIBA)","C","18082564",NA,NA
"2471-299X","MEDICAL & CLINICAL REVIEWS","C","2471299X",NA,NA
"2318-8111","MEDICAL EXPRESS","C","23188111",NA,NA
"2358-0429","MEDICAL EXPRESS","C","23580429",NA,NA
"2322-4436","MEDICAL HYPOTHESIS, DISCOVERY & INNOVATION OPHTHALMOLOGY JOURNA","C","23224436",NA,NA
"2306-4609","MEDICAL PHYSICS INTERNATIONAL","C","23064609",NA,NA
"2514-3700","MEDICAL RESEARCH AND INNOVATIONS (MRI)","C","25143700",NA,NA
"2573-0371","MEDICAL SCIENCE & HEALTHCARE PRACTICE (IMPRESSO)","C","25730371",NA,NA
"2161-0444","MEDICINAL CHEMISTRY: CURRENT RESEARCH","C","21610444",NA,NA
"0243-3397","MEDICOGRAPHIA","C","2433397",NA,NA
"1668-3897","MEDIODICHO CÓRDOBA","C","16683897",NA,NA
"2237-2768","MEDVEP DERMATO","C","22372768",NA,NA
"2356-9271","MEGA JOURNAL OF BUSINESS RESEARCH","C","23569271",NA,NA
"1548-6591","MEI-ZHONG GONGGONG GUANLI","C","15486591",NA,NA
"2311-6196","MEMORIA","C","23116196",NA,NA
"2398-5380","MENTAL HEALTH AND ADDICTION RESEARCH","C","23985380",NA,NA
"1676-0883","MERCADO DE TRABALHO (RIO DE JANEIRO. 1996)","C","16760883",NA,NA
"2153-0769","METABOLOMICS: OPEN ACCESS","C","21530769",NA,NA
"0874-3738","METÁLICA","C","8743738",NA,NA
"1068-7831","METAMORPHOSES","C","10687831",NA,NA
"1405-4558","METAPOLITICA: REVISTA TRIMESTRAL DE TEORIA Y CIENCIA DE LA POLITICA","C","14054558",NA,NA
"2526-5229","METAXY","C","25265229",NA,NA
"2409-9279","METHODOS AND PROTOCOLS","C","24099279",NA,NA
"1983-3687","MG. BIOTA","C","19833687",NA,NA
"1178-6361","MICROBIOLOGY INSIGHTS","C","11786361",NA,NA
"2036-7481","MICROBIOLOGY RESEARCH","C","20367481",NA,NA
"2576-098X","MICROBIOLOGY RESOURCE ANNOUNCEMENTS","C","2576098X",NA,"2576098X"
"1983-392X","MIGALHAS","C","1983392X",NA,NA
"2223-5248","MIGRATION POLICY PRACTICE","C","22235248",NA,NA
"1827-1723","MINERVA PNEUMOLOGICA","C","18271723",NA,NA
"0371-7844","MINING TECHNOLOGY: IMM TRANSACTIONS SECTION A","C","3717844",NA,NA
"2524-3462","MINING, METALLURGY & EXPLORATION","C","25243462","25243462","25243470"
"2320-3315","MINTAGE JOURNAL OF PHARMACEUTICAL & MEDICAL SCIENCES","C","23203315",NA,NA
"2250-4621","MIRÍADA: INVESTIGACIÓN EN CIENCIAS SOCIALES","C","22504621",NA,NA
"0392-6389","MISSIONE OGGI","C","3926389",NA,NA
"2176-5995","MISSÕES: A MISSÃO NO PLURAL","C","21765995",NA,NA
"1518-3394","MNEME (CAICÓ. ONLINE)","C","15183394",NA,NA
"2358-5269","MODA DOCUMENTA: MUSEU, MEMORIA E DESIGN","C","23585269",NA,NA
"2514-5711","MODELING AND USING CONTEXT = MODE¿LISATION ET UTILISATION DU CONTEXTE (ONLINE)","C","25145711",NA,NA
"1913-1852","MODERN APPLIED SCIENCE","C","19131852",NA,NA
"2329-6798","MODERN CHEMISTRY & APPLICATIONS","C","23296798",NA,NA
"0194-4533","MODERN DRUMMER","C","1944533",NA,NA
"2333-2581","MODERN ENVIRONMENTAL SCIENCE AND ENGINEERING","C","23332581",NA,NA
"2637-7764","MODERN RESEARCH IN DENTISTRY","C","26377764",NA,NA
"2169-9690","MODERN RESEARCH IN INFLAMMATION","C","21699690",NA,NA
"1982-3150","MODERNA HEPATOLOGIA","C","19823150",NA,NA
"1984-3313","MODERNO MAM","C","19843313",NA,NA
"2448-2293","MOITARÁ - REVISTA DE SERVIÇO SOCIAL","C","24482293",NA,NA
"2471-139X","MOJ ANATOMY & PHYSIOLOGY","C","2471139X",NA,NA
"2576-4519","MOJ APPLIED BIONICS AND BIOMECHANICS","C","25764519",NA,NA
"2574-9722","MOJ BIOLOGY AND MEDICINE","C","25749722",NA,NA
"2572-8520","MOJ CIVIL ENGINEERING","C","25728520",NA,NA
"2574-8130","MOJ GERONTOLOGY & GERIATRICS","C","25748130",NA,NA
"2374-6920","MOJ PROTEOMICS & BIOINFORMATICS","C","23746920",NA,NA
"2379-6383","MOJ PUBLIC HEALTH","C","23796383",NA,NA
"2574-9935","MOJ SPORTS MEDICINE","C","25749935",NA,NA
"2379-6294","MOJ TOXICOLOGY","C","23796294",NA,NA
"2296-9209","MOLECULAR NEUROPSYCHIATRY","C","22969209",NA,NA
"1433-1373","MOLECULES ONLINE","C","14331373",NA,NA
"2340-5457","MONFRAGÜE DESARROLLO RESILIENTE","C","23405457",NA,NA
"1133-4797","MONOGRAFÍAS DE LA REVISTA ARAGONESA DE ADMINISTRACIÓN PÚBLICA","C","11334797",NA,NA
"1808-4028","MOSAICOS (UEMS)","C","18084028",NA,NA
"2172-2862","MOTRICIDAD. EUROPEAN JOURNAL OF HUMAN MOVEMENT","C","21722862",NA,NA
"2594-6463","MOTRICIDADES: REVISTA DA SOCIEDADE DE PESQUISA QUALITATIVA EM MOTRICIDADE HUMANA","C","25946463",NA,NA
"2358-9205","MOVIMENTAÇÃO","C","23589205",NA,NA
"2059-8521","MRS ADVANCES","C","20598521",NA,NA
"2526-2394","MULTICULTURA REVISTA ELETRONICA","C","25262394",NA,NA
"2573-3435","MULTIDISCIPLINARY ADVANCES IN VETERINARY SCIENCE","C","25733435",NA,NA
"2414-4088","MULTIMODAL TECHNOLOGIES INTERACT","C","24144088",NA,"24144088"
"2055-2173","MULTIPLE SCLEROSIS JOURNAL - EXPERIMENTAL, TRANSLATIONAL AND CLINICAL","C","20552173",NA,NA
"2520-8179","MULTISCALE AND MULTIDISCIPLINARY MODELING, EXPERIMENTS AND DESIGN","C","25208179",NA,NA
"2359-6902","MULTI-SCIENCE JOURNAL","C","23596902",NA,NA
"2447-8725","MULTIVERSO - REVISTA ELETRÔNICA DO CAMPUS JUIZ DE FORA","C","24478725",NA,NA
"2594-4096","MUNDO EM TRANSE","C","25944096",NA,NA
"2408-0748","MUSEUMEDU","C","24080748",NA,NA
"1980-3303","MÚSICA & CULTURA (SALVADOR. ONLINE)","C","19803303",NA,NA
"1980-5802","MÚSICA EM CONTEXTO (UNB)","C","19805802",NA,NA
"2175-3172","MÚSICA NA EDUCAÇÃO BÁSICA","C","21753172",NA,NA
"2316-7858","MÚSICA POPULAR EM REVISTA","C","23167858",NA,NA
"2161-1068","MYCOBACTERIAL DISEASES (OPEN ACCESS)","C","21611068",NA,NA
"0953-7562","MYCOLOGICAL RESEARCH (PRINT)","C","9537562",NA,NA
"1984-0098","MYTHOS (CATAGUASES)","C","19840098",NA,NA
"2501-0727","NAME AND NAMING - PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON ONOMASTICS","C","25010727",NA,NA
"1793-2920","NANO (PRINT)","C","17932920","17932920",NA
"2297-3400","NANO HYBRIDS AND COMPOSITES","C","22973400",NA,NA
"2471-9838","NANO RESEARCH & APPLICATIONS","C","24719838",NA,NA
"2379-1101","NANO WORLD JOURNAL","C","23791101",NA,"23791101"
"2318-5880","NANOCELL NEWS","C","23185880",NA,NA
